,Composition,Space Groups,Replicates,Error Code,Filename,Prototype
1747,CaCdSn,['P-62m'],1,3,[['sd_1625162.cif']],[['ZrNiAl']]
1748,TiCoAs,['Pnma'],1,0,[['sd_1006293.cif']],[['TiNiSi']]
1749,YbNiSb,['F-43m'],1,0,[['sd_1011937.cif']],[['MgAgAs']]
1750,CrAlGe,['Fddd'],1,3,[['sd_1007833.cif']],[['TiSi2']]
1751,CaCdPb,['P-62m'],1,3,[['sd_1625163.cif']],[['ZrNiAl']]
1752,ErMnGa,['Ima2'],1,0,[['sd_1005759.cif']],[['TiFeSi']]
1753,TbRhGa,['Pnma'],1,0,[['sd_1230996.cif']],[['TiNiSi']]
1754,PrIrGa,['Pnma'],1,0,[['sd_1230982.cif']],[['TiNiSi']]
1755,PdAsSe,['P213'],2,0,[['sd_1006244.cif']],[['NiSbS']]
1756,LiCdAs,['F-43m'],1,0,[['sd_0540495.cif']],[['MgAgAs']]
1757,GdAsTe,['Pnma'],1,0,[['sd_1904577.cif']],[['TiNiSi']]
1758,GaTeCl,['Pnnm'],1,0,[['sd_1714355.cif']],[['GaTeCl']]
1759,NdNiGe,['Pnma'],1,0,[['sd_1008255.cif']],[['TiNiSi']]
1760,ZrMnSi,['Pnma'],1,0,[['sd_1007370.cif']],[['TiNiSi']]
1761,SrAuSn,['Pnma'],1,0,[['sd_1906162.cif']],[['AuYbGe']]
1762,HfVGe,['I4/mmm'],1,0,[['sd_1612532.cif']],[['UGeTe']]
1763,SrCaPb,['Pnma'],1,0,[['sd_1122735.cif']],[['TiNiSi']]
1764,LuPtAs,['P63/mmc'],1,3,[['sd_1407018.cif']],[['YPtAs']]
1765,SmPtP,['P-6m2'],1,3,[['sd_1407024.cif']],[['LiBaSi']]
1766,LiPdGa,['P63/mmc'],1,3,[['sd_0459517.cif']],[['BeZrSi']]
1767,GdPS,['Pnma'],1,0,[['sd_1612308.cif']],[['GdPS']]
1768,YPdSn,['Pnma'],1,0,[['sd_1933913.cif']],[['TiNiSi']]
1769,HfRhSb,['F-43m'],2,0,"[['sd_0300413.cif', 'sd_0537541.cif']]",[['MgAgAs']]
1770,MgCuBi,['F-43m'],1,0,[['sd_0302562.cif']],[['MgAgAs']]
1771,HfRuAs,['P-62m'],1,3,[['sd_0537782.cif']],[['ZrNiAl']]
1772,CaPdSb,['Pnma'],1,0,[['sd_1703013.cif']],[['HoNiGa']]
1773,LaNiAl,['Pnma'],1,0,[['sd_0538472.cif']],[['LaNiAl']]
1774,CaPdAs,['Pnma'],1,0,[['sd_1703011.cif']],[['CaPdAs']]
1775,RbAuS,['Cmcm'],1,0,[['sd_0303865.cif']],[['KAuS']]
1776,PuCoAl,['P-62m'],1,3,[['sd_0300439.cif']],[['ZrNiAl']]
1777,BiSeBr,['Pnma'],1,0,[['sd_1703944.cif']],[['BiSCl']]
1778,AgAsSe,['Pnma'],1,0,[['sd_0549510.cif']],[['CuAsS']]
1779,MoAlSi,['P6222'],1,3,[['sd_0303124.cif']],[['CrSi2']]
1780,TiRhSn,['F-43m'],1,0,[['sd_0300405.cif']],[['MgAgAs']]
1781,OsAsTe,['P121/c1'],1,0,[['sd_1820548.cif']],[['FeAsS']]
1782,YbPdGa,['Pnma'],1,0,[['sd_0540508.cif']],[['TiNiSi']]
1783,WNiP,['P-62m'],1,3,[['sd_0301069.cif']],[['ZrNiAl']]
1784,YbIrSn,['P-62m'],1,3,[['sd_0458838.cif']],[['ZrNiAl']]
1785,NdPtGe,['Imma'],1,3,[['sd_0535342.cif']],[['YPdSi']]
1786,NaSrAs,['P-62m'],1,3,[['sd_1001893.cif']],[['Fe2P']]
1787,NaBaP,['P-62m'],1,3,[['sd_1001887.cif']],[['Fe2P']]
1788,BaBrCl,['Pnma'],1,0,[['sd_0549712.cif']],[['PbCl2']]
1789,TbPtP,['P-6m2'],1,3,[['sd_1407026.cif']],[['LiBaSi']]
1790,LiPtAl,['P63/mmc'],1,3,[['sd_0459515.cif']],[['BeZrSi']]
1791,BaAgAs,['P63/mmc'],1,3,[['sd_1713969.cif']],[['BeZrSi']]
1792,ZrOsSi,['Pnma'],1,0,[['sd_0551798.cif']],[['TiNiSi']]
1793,KNaS,['Pnma'],1,0,[['sd_0462434.cif']],[['TiNiSi']]
1794,HfCrSi,['Pnma'],1,0,[['sd_1007366.cif']],[['TiNiSi']]
1795,MnPtGa,['P63/mmc'],1,3,[['sd_0459313.cif']],[['BeZrSi']]
1796,PrAsTe,['Pnma'],1,0,[['sd_1904575.cif']],[['TiNiSi']]
1797,PtSbTe,['Pa-3'],1,3,[['sd_1006252.cif']],[['FeS2']]
1798,NbPtGe,['Pnma'],1,0,[['sd_1021835.cif']],[['TiNiSi']]
1799,ZrTiAs,['I4/mmm'],1,0,[['sd_1520076.cif']],[['La2Sb']]
1800,NdRhGa,['Pnma'],1,0,[['sd_1230994.cif']],[['TiNiSi']]
1801,TmMnSi,['Pnma'],1,0,[['sd_1005997.cif']],[['TiNiSi']]
1802,LaIrGa,['Pnma'],1,0,[['sd_1230980.cif']],[['TiNiSi']]
1803,HoRhSi,['Pnma'],1,0,[['sd_0537810.cif']],[['TiNiSi']]
1804,CaCdGe,['P-62m'],1,3,[['sd_1625161.cif']],[['ZrNiAl']]
1805,CaZnPb,['P63mc'],1,3,[['sd_1625160.cif']],[['LiGaGe']]
1806,YbCoGe,['Pnma'],1,0,[['sd_1410639.cif']],[['TiNiSi']]
1807,NaBaBi,['P-62m'],1,3,[['sd_1708970.cif']],[['ZrNiAl']]
1808,CaPtPb,['Pnma'],1,0,[['sd_0537636.cif']],[['TiNiSi']]
1809,YMnSi,['Pnma'],1,0,[['sd_1005996.cif']],[['TiNiSi']]
1810,NpCoGe,['Pnma'],1,0,[['sd_1235621.cif']],[['TiNiSi']]
1811,RhTeCl,['C1m1'],1,0,[['sd_1701773.cif']],[['RhTeCl']]
1812,GdRhGa,['Pnma'],1,0,[['sd_1230995.cif']],[['TiNiSi']]
1813,PtBiTe,['P213'],1,0,[['sd_1006253.cif']],[['NiSbS']]
1814,SrNiN,['Pnma'],1,0,[['sd_1101266.cif']],[['BaNiN']]
1815,ZrPdSn,['F-43m'],1,0,[['sd_1013662.cif']],[['MgAgAs']]
1816,GdRhIn,['P-62m'],1,3,[['sd_0301478.cif']],[['ZrNiAl']]
1817,SrMgPt,['Pnma'],1,0,[['sd_1637982.cif']],[['TiNiSi']]
1818,TiMnSb,['P63/mmc'],1,3,[['sd_1920824.cif']],[['BeZrSi']]
1819,TiFeSn,['F-43m'],1,0,[['sd_0538707.cif']],[['MgAgAs']]
1820,ZrTiPd,['P63/mmc'],1,3,[['sd_0542901.cif']],[['MgZn2']]
1821,SrPtSn,['Pnma'],1,0,[['sd_1906161.cif']],[['TiNiSi']]
1822,ZrVGe,['I4/mmm'],1,0,[['sd_1612531.cif']],[['UGeTe']]
1823,KNaTe,['Pnma'],1,0,[['sd_1710454.cif']],[['TiNiSi']]
1824,HfMnSi,['Pnma'],1,0,[['sd_1007367.cif']],[['TiNiSi']]
1825,CoNiAs,['P-62m'],1,3,[['sd_1010169.cif']],[['Fe2P']]
1826,AuSeBr,['Pnma'],1,0,[['sd_1402605.cif']],[['AuSeBr']]
1827,BaAgP,['P63/mmc'],1,3,[['sd_1713968.cif']],[['BeZrSi']]
1828,LiPtGa,['P63/mmc'],1,3,[['sd_0459514.cif']],[['BeZrSi']]
1829,DyPtP,['P-6m2'],1,3,[['sd_1407027.cif']],[['LiBaSi']]
1830,CrRuAs,['Pnma'],1,0,[['sd_0554030.cif']],[['TiNiSi']]
1831,TmIrSn,['P-62m'],1,3,[['sd_0458839.cif']],[['ZrNiAl']]
1832,KCuS,['Pna21'],1,0,[['sd_1703212.cif']],[['KCuS']]
1833,NbCoGe,['Pnma'],1,0,[['sd_1006119.cif']],[['TiNiSi']]
1834,TiRhGa,['F-43m'],1,0,[['sd_0300404.cif']],[['MgAgAs']]
1835,LiCaSb,['Pnma'],1,0,[['sd_1712860.cif']],[['TiNiSi']]
1836,CeSbSe,['P121/c1'],1,0,[['sd_0543982.cif']],[['CeAsS']]
1837,PdSCl,['P121/c1'],1,0,[['sd_1707289.cif']],[['PdSCl']]
1838,CsAuTe,['Pmma'],1,0,[['sd_0303864.cif']],[['RbAuTe']]
1839,TiCrAl,['P63/mmc'],1,3,[['sd_0461510.cif']],[['MgZn2']]
1840,CsAuSe,['Cmcm'],1,0,[['sd_0303870.cif']],[['KAuS']]
