,Unnamed: 0,Composition,Type,Experimental Structure,EP 1 element,EP 1 Ehull (eV/atom),EP 1 band gap (eV),EP 1 Entry id,EP 2 element,EP 2 Ehull (eV/atom),EP 2 band gap (eV),EP 2 Entry id,EP 3 element,EP 3 Ehull (eV/atom),EP 3 band gap (eV),EP 3 Entry id
368,8,NdRhGe,III_IV,MgSrSi (Pnma),Nd,1.036,,968537,Ge,0.561,0,866983,Rh,0.334,0,884800
369,9,MgCuGa,III_IV,OTHER,Mg,0.462,0,842967,Ga,0.253,0,952668,Cu,0.093,0,853885
370,10,HoMgIn,III_IV,MoNiP (P-62m),Ho,0.608,0,891754,Mg,0.363,0,843664,In,0.197,0.249,888394
371,11,ZrGeTe,III_IV,OTHER,Zr,0.672,0,987976,Ge,0.939,0,868269,Te,0.925,0,846327
372,12,GdRhIn,III_IV,MoNiP (P-62m),Gd,0.873,0,981147,In,0.704,0,889264,Rh,0.15,0,886034
373,13,TiCoSb,I_II,Half Heusler (F-43m),Ti,0.75,0,994488,Co,0,1.068,860547,Sb,0.794,0,917539
374,14,MnPtSb,I_II,Half Heusler (F-43m),Mn,0.268,0,903629,Sb,0.37,0,917039,Pt,0,0,1726192
375,15,GdPtSi,III_IV,OTHER,Gd,1.047,,981220,Si,0.515,0,579363,Pt,0.356,0,567586
376,16,LaGaSi,III_IV,OTHER,La,0.733,0,831393,Ga,0.502,0,951392,Si,0.459,0,581418
377,17,TbCuIn,III_IV,MoNiP (P-62m),Tb,0.713,0,966216,In,0.538,0,887459,Cu,0.109,0,852318
378,18,ErCoAl,III_IV,OTHER,Er,1.162,0,873026,Al,0.773,,943196,Co,0.28,0,861319
379,19,USnTe,III_IV,OTHER,U,0.544,0,876194,Sn,0.911,0,924717,Te,0.7,0,845637
380,20,HfTaSi,III_IV,OTHER,Hf,1.615,0,861860,Ta,1.389,0,962184,Si,0.573,0,581403
381,21,ZrMnP,III_IV,MgSrSi (Pnma),Zr,1.236,0,1726771,Mn,0.691,0,1726217,P,0.511,0,1726494
382,0,MnRhSb,I_II,Half Heusler (F-43m),Mn,0.322,0,903091,Sb,0.335,0,915995,Rh,0.063,0,886001
383,1,YbPtP,III_IV,OTHER,Yb,1.154,0,1726968,P,0.488,0,1726691,Pt,0.5,0,1726414
384,2,TiCuSi,III_IV,OTHER,Ti,0.667,0,993932,Cu,0.298,0,851933,Si,0.374,0,579830
385,3,LiGaSi,I_II,Half Heusler (F-43m),Li,0.349,0,879956,Ga,0.048,0.404,953589,Si,0.011,0.402,579637
386,4,TaRuP,III_IV,MgSrSi (Pnma),Ta,0.806,0,1726965,P,0.546,0,1726688,Ru,0.263,0.721,1726411
387,5,CeRhPb,III_IV,MoNiP (P-62m),Ce,0.871,0,921262,Rh,0.152,0,884995,Pb,0.676,,928276
388,6,UCoSn,III_IV,MoNiP (P-62m),U,1.118,0,875681,Co,0.077,0,860975,Sn,1.072,0,924493
389,7,TbPtGa,III_IV,MgSrSi (Pnma),Tb,0.78,0,965352,Ga,0.52,,953236,Pt,0.235,0,567602
390,8,PdSbS,III_IV,OTHER,Sb,0.585,0,1726244,Pd,0.255,0,1726798,S,0.624,0,1726521
391,9,NbFeAs,III_IV,MgSrSi (Pnma),Nb,0.724,0,919926,Fe,0,0.63,957642,As,0.586,0,828211
392,10,ErZnIn,III_IV,AsHgK (P63/mmc),Er,0.579,0,873549,Zn,0.075,,913650,In,0.316,0,889360
393,11,CuAgSe,III_IV,OTHER,Cu,0.083,0,1726225,Ag,0.276,0,1726779,Se,0.153,0.193,1726502
394,12,DyFeCu,III_IV,OTHER,Dy,1.104,0,928078,Fe,0.626,,957092,Cu,0.524,0,852859
395,13,ReCoB,III_IV,MgSrSi (Pnma),Co,0.798,0,859437,Re,1.051,0,971736,B,0.455,0,908141
396,14,SmPS,III_IV,OTHER,Sm,0.811,0,1726877,P,0.968,0,1726323,S,0.878,0,1726600
397,15,NbNiSi,III_IV,MgSrSi (Pnma),Nb,0.916,0,920286,Si,0.656,0,581421,Ni,0.364,0,960533
398,16,ZrPdAl,III_IV,OTHER,Zr,0.811,0,987372,Al,0.61,0,942021,Pd,0.226,0,899677
399,17,NdPtBi,I_II,Half Heusler (F-43m),Nd,0.76,,969050,Bi,0.581,,977428,Pt,0,0,567065
400,18,HoPtAl,III_IV,MgSrSi (Pnma),Ho,1.008,0,891396,Al,0.699,,941560,Pt,0.283,0,567497
401,19,HoPdSb,I_II,Half Heusler (F-43m),Ho,0.691,0,890009,Sb,0.399,0.493,917933,Pd,0,0.374,899726
402,20,BaGaSi,III_IV,OTHER,Ba,0.902,0,864616,Ga,0.464,0,951250,Si,0.446,0,578921
403,21,FeNiP,III_IV,MoNiP (P-62m),Fe,0.361,0,1726842,Ni,0.445,0,1726288,P,0.002,0,1726565
404,0,YbHgSn,III_IV,LiGaGe (P63mc),Yb,0.399,0,830430,Sn,0.141,0.227,924495,Hg,0.024,0,944887
405,1,TaVNi,III_IV,OTHER,Ta,1.064,0,962326,V,1.119,0,839585,Ni,0.646,0,958880
406,2,TmLiSn,III_IV,OTHER,Li,0.218,0,879667,Tm,0.582,0.406,869986,Sn,0.215,0.824,924718
407,3,DyCuTl,III_IV,OTHER,Dy,0.583,0,927135,Tl,0.442,0,574556,Cu,0.083,0,852840
408,4,ZrVNi,III_IV,OTHER,Zr,1.135,0,987893,V,1.003,0,839998,Ni,0.558,0,960275
409,5,LuRhGe,III_IV,MgSrSi (Pnma),Lu,0.922,0,907190,Ge,0.51,0,868373,Rh,0.283,0,885445
410,6,TbNiZn,III_IV,MoNiP (P-62m),Tb,0.745,0,964511,Zn,0.481,,914811,Ni,0.186,,961249
411,7,LaPtIn,III_IV,MoNiP (P-62m),La,0.8,0,832130,In,0.693,0,889631,Pt,0.163,0,566493
412,8,BaZnPb,III_IV,AsHgK (P63/mmc),Ba,0.612,0,864326,Zn,0.113,0,914540,Pb,0.27,0,929371
413,9,HfMnGe,III_IV,MoNiP (P-62m),Hf,1.024,0,863151,Mn,0.534,0,903552,Ge,0.455,0,868954
414,10,EuGaSn,III_IV,OTHER,Eu,0.557,0,939921,Ga,0.163,0,952038,Sn,0.337,0,924272
415,11,CeIrSn,III_IV,MoNiP (P-62m),Ce,1.085,,921678,Sn,0.789,0,923584,Ir,0.233,0,894540
416,12,CeAuCd,III_IV,MoNiP (P-62m),Ce,0.476,0,922837,Cd,0.411,0,986189,Au,0.129,0,947961
417,13,CeZnIn,III_IV,AsHgK (P63/mmc),Ce,0.55,0,922119,Zn,0.049,,915307,In,0.294,0,888634
418,14,SrCdGe,III_IV,MgSrSi (Pnma),Sr,0.651,0,975647,Cd,0.242,0,986543,Ge,0.074,0.291,868736
419,15,CdTlSb,III_IV,MgSrSi (Pnma),Tl,0.314,0,575531,Cd,0.099,0.488,986369,Sb,0.109,0,916787
420,16,GdPtGa,III_IV,MgSrSi (Pnma),Gd,0.784,0,980688,Ga,0.519,,951666,Pt,0.239,0,568422
421,17,CuSeS,III_IV,OTHER,Cu,0.452,0,1726823,Se,0.813,0,1726546,S,0.799,0,1726269
422,18,LiPtIn,III_IV,OTHER,Li,0.277,0,880693,In,0.279,0,887771,Pt,0.11,0,568041
423,19,MnIrGe,III_IV,MgSrSi (Pnma),Mn,0.285,0,903340,Ge,0.203,0,868220,Ir,0.115,0,893816
424,20,VCoGe,III_IV,MgSrSi (Pnma),V,0.58,0,840512,Co,0,0.704,859979,Ge,0.598,0,867816
425,21,TmPtAs,III_IV,OTHER,Tm,0.618,0,871110,As,0.297,0,581868,Pt,0.047,0,568264
426,22,LuNiSi,III_IV,MgSrSi (Pnma),Lu,1.1,0,907505,Si,0.564,0,579827,Ni,0.27,0,960630
427,23,ErAsTe,III_IV,MgSrSi (Pnma),Er,0.554,0,873507,Te,0.877,0,844056,As,0.756,0,583014
428,24,YbRhGa,III_IV,MgSrSi (Pnma),Yb,0.967,0,830511,Ga,0.45,0,953372,Rh,0.247,0,885415
429,0,ErCuTl,III_IV,OTHER,Er,0.583,0,873465,Tl,0.443,0,574914,Cu,0.086,0,851976
430,1,LuNiBi,I_II,Half Heusler (F-43m),Lu,0.772,0,907454,Ni,0,0.278,959006,Bi,0.611,0,977696
431,2,ScOsGe,III_IV,MoNiP (P-62m),Sc,1.073,0,565769,Ge,0.57,0,866864,Os,0.459,0,573601
432,3,CeLiSn,I_II,Half Heusler (F-43m),Li,0.154,0,881762,Ce,0.606,0,921113,Sn,0.208,0.609,925132
433,4,ScFeGe,III_IV,MoNiP (P-62m),Sc,1.003,0,565179,Fe,0.391,0,958694,Ge,0.363,0,868555
434,5,SmIrSb,III_IV,MgSrSi (Pnma),Sm,0.991,0,577007,Sb,0.664,0,917588,Ir,0.124,0,893867
435,6,LuIrSn,III_IV,MoNiP (P-62m),Lu,0.883,0,906337,Sn,0.724,0,923969,Ir,0.118,0,893447
436,7,ScAlGe,III_IV,OTHER,Sc,0.544,0,565563,Al,0.583,0,943356,Ge,0.398,0,868621
437,8,TmTiGe,III_IV,OTHER,Tm,1.185,0,870732,Ti,0.941,0,992886,Ge,0.399,0,869180
438,9,CePtGa,III_IV,MgSrSi (Pnma),Ce,0.795,0,921902,Ga,0.514,,951512,Pt,0.256,0,567862
439,10,BaCuSb,III_IV,AsHgK (P63/mmc),Ba,0.969,0,864688,Cu,0.244,0.238,853177,Sb,0.485,0.364,917805
440,11,TmAlGe,III_IV,OTHER,Tm,0.627,0,871412,Al,0.608,,941768,Ge,0.439,0,868825
441,12,TbRhSb,III_IV,MgSrSi (Pnma),Tb,0.875,0,964432,Sb,0.534,0,916534,Rh,0.068,0,887018
442,13,DyRuGe,III_IV,MgSrSi (Pnma),Dy,1.187,,926459,Ge,0.568,0,869027,Ru,0.405,0,934214
443,14,RbNaS,III_IV,OTHER,Rb,0.517,1.727,1726271,Na,0.235,2.644,1726825,S,0.135,2.215,1726548
444,15,CaPtAl,III_IV,MgSrSi (Pnma),Ca,1.073,0,878609,Al,0.608,0,941130,Pt,0.322,0,567673
445,16,LuCuIn,III_IV,MoNiP (P-62m),Lu,0.716,0,907429,In,0.545,0,889059,Cu,0.115,0,852749
446,17,TaFeGe,III_IV,MgSrSi (Pnma),Ta,0.775,0,963043,Fe,0.106,0,956357,Ge,0.631,0,869329
447,18,LaPtGa,III_IV,MgSrSi (Pnma),La,0.778,0,832437,Ga,0.51,0,953526,Pt,0.225,0,568637
448,19,YRhIn,III_IV,MoNiP (P-62m),Y,0.857,0,858454,In,0.686,0,888351,Rh,0.15,0,885210
449,20,DyFeAl,III_IV,OTHER,Dy,1.178,0,925824,Al,0.706,,942312,Fe,0.399,,958414
450,21,CeZnGe,III_IV,OTHER,Ce,0.623,0,921039,Zn,0.328,,914714,Ge,0.344,0,868183
451,22,ErPS,III_IV,OTHER,Er,0.847,0,1726922,P,1.115,0,1726368,S,1.004,0,1726645
452,23,CaAuGa,III_IV,MgSrSi (Pnma),Ca,0.621,0,877809,Ga,0.347,0,952637,Au,0.216,0,947412
453,24,SmRhIn,III_IV,MoNiP (P-62m),Sm,0.888,0,578168,In,0.702,0,888864,Rh,0.156,0,884769
454,25,TiCrAs,III_IV,MoNiP (P-62m),Ti,0.902,0,994124,Cr,0.631,0,834486,As,0.427,0,581647
455,0,NbGaAs,III_IV,phase_separating,Nb,0.742,0,920322,Ga,1.092,0,952517,As,0.76,0,828032
456,1,GdFeSb,III_IV,phase_separating,Gd,1.112,0,979681,Fe,0.432,0,957655,Sb,0.695,0,917163
457,2,AgHgSn,III_IV,phase_separating,Ag,0.074,0,937778,Sn,0.134,0,923860,Hg,0.142,0,944829
458,3,TiNbW,III_IV,phase_separating,Ti,1.026,0,992201,Nb,0.929,0,918873,W,0.673,0,970944
459,4,InPbSb,III_IV,phase_separating,In,0.233,0,887856,Sb,0.135,0,915765,Pb,0.224,0,928927
460,5,NdGaSi,III_IV,phase_separating,Nd,0.718,0,966857,Ga,0.547,0,952306,Si,0.487,0,580089
461,6,TmFeSi,III_IV,phase_separating,Tm,1.333,0,870698,Fe,0.545,0,958766,Si,0.551,0,579479
462,7,MoNiSn,III_IV,phase_separating,Ni,0.387,0,959490,Sn,0.897,0,925169,Mo,0.832,0,884178
463,8,NiGaTe,III_IV,phase_separating,Ga,0.702,0,951484,Ni,0.186,0,960807,Te,0.681,0,845431
464,9,CdBiSb,III_IV,phase_separating,Cd,0.176,0,986449,Bi,0.216,0,978516,Sb,0.186,0,916962
465,10,MgNiCu,III_IV,phase_separating,Mg,0.636,0,843242,Cu,0.399,0,853488,Ni,0.368,0,960353
466,11,AuPbTe,III_IV,phase_separating,Te,0.377,0,845981,Pb,0.412,0,930441,Au,0.175,0,948079
467,12,YbGaTe,III_IV,phase_separating,Yb,0.619,0,830446,Ga,0.62,,952014,Te,0.601,0,844523
468,13,HfTaV,III_IV,phase_separating,Hf,1.359,0,861751,Ta,1.011,0,963018,V,0.767,0,841249
469,14,AlGaGe,III_IV,phase_separating,Al,0.099,0,941033,Ga,0.202,0,953202,Ge,0.156,0,867499
470,15,HfTiAl,III_IV,phase_separating,Hf,1.098,0,863250,Ti,0.967,0,993115,Al,0.59,0,943169
471,16,TaCrW,III_IV,phase_separating,Ta,1.371,0,961999,Cr,0.758,0,833772,W,1.117,0,969355
472,17,CuAlPb,III_IV,phase_separating,Al,0.467,0,942514,Cu,0.29,0,853169,Pb,0.595,0,928991
473,18,CdGeAs,III_IV,phase_separating,Cd,0.357,0,986542,Ge,0.343,0,868387,As,0.291,0,582886
474,19,ZrNbFe,III_IV,phase_separating,Zr,1.333,0,989235,Nb,1.01,0,919703,Fe,0.334,0,957159
475,20,SmBiTe,III_IV,phase_separating,Sm,0.522,0,577346,Bi,0.838,,977566,Te,0.661,0,845190
476,21,UWB,III_IV,phase_separating,U,1.918,0,876029,B,0.808,0,909640,W,1.49,0,971631
477,22,CdSbTe,III_IV,phase_separating,Cd,0.499,0,985275,Sb,0.535,0,917473,Te,0.619,0,845603
478,23,TmSbTe,III_IV,phase_separating,Tm,0.467,0,870239,Sb,0.827,0,916479,Te,0.772,0,844026
479,24,AgAuSb,III_IV,phase_separating,Ag,0.169,0,937173,Sb,0.111,0,917042,Au,0.027,0,948000
480,0,DyCdIn,III_IV,OTHER,Dy,0.463,0,926249,Cd,0.129,,984883,In,0.172,0.248,888246
481,1,SrCaSn,III_IV,MgSrSi (Pnma),Sr,0.624,0.421,976435,Ca,0.475,0.429,878606,Sn,0.085,0.729,925453
482,2,CeZnPb,III_IV,OTHER,Ce,0.481,0,920558,Zn,0.161,,913112,Pb,0.408,0,929529
483,3,GdScSb,III_IV,OTHER,Gd,0.98,,980623,Sc,0.82,0,564898,Sb,0.333,0,917737
484,4,ErCdIn,III_IV,OTHER,Er,0.453,0,872572,Cd,0.13,,985220,In,0.172,0,888980
485,5,MnGaGe,III_IV,OTHER,Mn,0.202,0,902696,Ga,0.485,0,952596,Ge,0.429,0,867002
486,6,DyPtBi,I_II,Half Heusler (F-43m),Dy,0.691,,928153,Bi,0.612,,977631,Pt,0,0,567435
487,7,TbFeAl,III_IV,OTHER,Tb,1.337,0,964165,Al,0.863,,943365,Fe,0.562,,957599
488,8,ErFeNi,III_IV,OTHER,Er,1.136,0,873440,Fe,0.627,,958055,Ni,0.483,,959105
489,9,HfPdSn,I_II,Half Heusler (F-43m),Hf,0.635,0,862627,Sn,0.581,0,925371,Pd,0,0.585,897593
490,10,TiCuSn,III_IV,LiGaGe (P63mc),Ti,0.463,0,993661,Cu,0.105,0,852706,Sn,0.437,0,924026
491,11,TmIrSn,III_IV,MoNiP (P-62m),Tm,0.912,0,870543,Sn,0.73,0,923689,Ir,0.136,0,892447
492,12,HfIrGe,III_IV,MgSrSi (Pnma),Hf,0.689,0,862450,Ge,0.513,0,869201,Ir,0.115,0,893336
493,13,LaAuCd,III_IV,MoNiP (P-62m),La,0.485,0,833371,Cd,0.417,0,984997,Au,0.125,0,947765
494,14,LaRhIn,III_IV,MoNiP (P-62m),La,0.93,0,832897,In,0.726,0,888819,Rh,0.152,0,885123
495,15,TbAuPb,I_II,Half Heusler (F-43m),Tb,0.48,0,966113,Pb,0.362,,928433,Au,0,,947020
496,16,EuScGe,III_IV,OTHER,Eu,1.012,0,940803,Sc,0.689,0,564099,Ge,0.254,0,867848
497,17,SmMgPt,III_IV,MoNiP (P-62m),Sm,0.839,0,578381,Mg,0.713,0,843493,Pt,0.143,0,566364
498,18,HoPtSn,III_IV,MoNiP (P-62m),Ho,0.77,0,891443,Sn,0.592,0,923672,Pt,0.054,0,567145
499,19,ScNiGa,III_IV,OTHER,Sc,0.789,0,565143,Ga,0.525,0,952089,Ni,0.211,0,959309
500,20,LuRuGe,III_IV,MgSrSi (Pnma),Lu,1.134,0,906011,Ge,0.554,0,868343,Ru,0.389,0,934014
501,21,YbCdIn,III_IV,OTHER,Yb,0.463,0,829116,Cd,0.15,,984727,In,0.205,0,889260
502,22,TmCuIn,III_IV,MoNiP (P-62m),Tm,0.724,0,871641,In,0.547,0,889346,Cu,0.117,0,851726
503,23,TiMnAl,III_IV,OTHER,Ti,0.989,0,992789,Mn,0.581,0,904139,Al,0.795,0,941059
504,24,YbAgPb,III_IV,OTHER,Yb,0.494,0,830067,Ag,0.079,0,938061,Pb,0.271,,928749
505,25,NbRhSn,I_II,Half Heusler (F-43m),Nb,0.649,0,918628,Sn,0.826,0,925489,Rh,0,0.842,885066
506,0,LuAlSi,III_IV,OTHER,Lu,0.719,0,906658,Al,0.671,0,942732,Si,0.434,0,579732
507,1,YPtGa,III_IV,MgSrSi (Pnma),Y,0.79,0,857997,Ga,0.518,0,953734,Pt,0.245,0,568393
508,2,TiVFe,III_IV,OTHER,Ti,1.107,0,993144,V,0.863,0,839578,Fe,0.457,0,958403
509,3,YbPtSi,III_IV,MgSrSi (Pnma),Yb,1.203,0,830413,Si,0.616,0,580528,Pt,0.437,0,567943
510,4,YPtSi,III_IV,MgSrSi (Pnma),Y,1.046,0,858525,Si,0.502,0,581425,Pt,0.352,0,567819
511,5,SmAgSn,III_IV,OTHER,Sm,0.585,0,577627,Ag,0.064,0,938110,Sn,0.243,0.745,925472
512,6,PrAuPb,III_IV,AsHgK (P63/mmc),Pr,0.516,0,838316,Pb,0.341,,928544,Au,0,,947856
