,Unnamed: 0,Composition,Type,Experimental Structure,EP 1 element,EP 1 Ehull (eV/atom),EP 1 band gap (eV),EP 1 Entry id,EP 2 element,EP 2 Ehull (eV/atom),EP 2 band gap (eV),EP 2 Entry id,EP 3 element,EP 3 Ehull (eV/atom),EP 3 band gap (eV),EP 3 Entry id
2007,19,ZrCrCu,III_IV,OTHER,Zr,1.003,0,987024,Cr,0.804,0,835781,Cu,0.613,0,853368
2008,20,ErPtZn,III_IV,MgSrSi (Pnma),Er,0.661,0,873805,Zn,0.453,,914669,Pt,0.167,0,568173
2009,21,NdCuIn,III_IV,MoNiP (P-62m),Nd,0.675,0,968772,In,0.507,0,888926,Cu,0.084,0,851853
2010,0,SmAuPb,III_IV,AsHgK (P63/mmc),Sm,0.5,0,578474,Pb,0.35,,929517,Au,0,,948529
2011,1,GdNiP,III_IV,OTHER,Gd,1.108,0,1726740,Ni,0.292,0.783,1726186,P,0.5,0.257,1726463
2012,2,NdIrSi,III_IV,OTHER,Nd,1.412,0,968320,Si,0.763,0,580532,Ir,0.577,0,893528
2013,3,LuNiSn,III_IV,MgSrSi (Pnma),Lu,0.86,0,907177,Ni,0.047,0,959903,Sn,0.601,0,924023
2014,4,BaAgAs,III_IV,AsHgK (P63/mmc),Ba,0.817,0,865315,Ag,0.315,0.241,937830,As,0.232,0.363,582610
2015,5,YbIrSi,III_IV,MgSrSi (Pnma),Yb,1.531,0,830295,Si,0.703,0,579370,Ir,0.527,0,894239
2016,6,CaCuAs,III_IV,AsHgK (P63/mmc),Ca,0.839,0,877792,Cu,0.208,0.402,853611,As,0.258,0.607,582262
2017,7,LuFeCu,III_IV,OTHER,Lu,1.058,0,907631,Fe,0.635,0,958070,Cu,0.518,0,853017
2018,8,DyPS,III_IV,OTHER,Dy,0.858,0,1726964,P,1.091,0,1726410,S,0.986,0,1726687
2019,9,ScRhSi,III_IV,MgSrSi (Pnma),Sc,1.026,0,566107,Si,0.537,0,579148,Rh,0.394,0,885362
2020,10,TmRhIn,III_IV,MoNiP (P-62m),Tm,0.829,0,871233,In,0.697,0,888145,Rh,0.13,0,884953
2021,11,PdSbAs,III_IV,OTHER,Sb,0.428,0,916813,As,0.424,0,581597,Pd,0.091,0,899964
2022,12,PrZnAl,III_IV,OTHER,Pr,0.663,0,836686,Al,0.293,0,942704,Zn,0.105,,913156
2023,13,MnPdTe,I_II,Half Heusler (F-43m),Mn,0.138,0,904934,Te,0.251,0,844301,Pd,0.046,0,898886
2024,14,HfRuGe,III_IV,MoNiP (P-62m),Hf,0.937,0,862562,Ge,0.653,0,866956,Ru,0.4,0,934225
2025,15,ThGeTe,III_IV,OTHER,Th,0.581,0,911281,Ge,0.672,0,869348,Te,0.737,0,843937
2026,16,IrPS,III_IV,OTHER,P,1.363,0.237,1726206,Ir,0.607,0,1726760,S,1.558,0,1726483
2027,17,ScMnGe,III_IV,MoNiP (P-62m),Sc,0.918,0,564962,Mn,0.497,0,905016,Ge,0.332,0,868681
2028,18,LuPdSn,III_IV,MoNiP (P-62m),Lu,0.69,0,906077,Sn,0.49,0,924876,Pd,0.049,0,898549
2029,19,SrPtIn,III_IV,MgSrSi (Pnma),Sr,0.833,0,975271,In,0.57,0,887631,Pt,0.182,0,568412
2030,20,ScPtZn,III_IV,OTHER,Sc,0.558,0,565398,Zn,0.433,0,914664,Pt,0.155,0,566604
2031,21,YbMnSi,III_IV,MgSrSi (Pnma),Yb,1.186,0,828895,Mn,0.583,0,904459,Si,0.489,0,580143
2032,22,LuPtSn,III_IV,MoNiP (P-62m),Lu,0.72,0,906770,Sn,0.584,0,924210,Pt,0.021,0,567146
2033,0,EuCuGa,III_IV,OTHER,Eu,0.723,,940092,Ga,0.427,0,951368,Cu,0.249,0,852713
2034,1,ScPtGa,III_IV,MgSrSi (Pnma),Sc,0.647,0,564928,Ga,0.461,0,952995,Pt,0.185,0,566550
2035,2,TaCrNi,III_IV,OTHER,Ta,1.037,0,963281,Cr,1.054,0,834471,Ni,0.716,0,959132
2036,3,NbIrGe,III_IV,MgSrSi (Pnma),Nb,0.6,0,918683,Ge,0.647,0,868701,Ir,0,0.792,892794
2037,4,ReGeAs,III_IV,OTHER,Re,0.474,0,973761,Ge,1.016,0,867528,As,0.989,0,581793
2038,5,DyCuIn,III_IV,MoNiP (P-62m),Dy,0.718,0,927874,In,0.541,0,888078,Cu,0.111,0,851973
2039,6,YRhSi,III_IV,MgSrSi (Pnma),Y,1.208,0,859180,Si,0.616,0,579945,Rh,0.457,0,886451
2040,7,EuMgSn,III_IV,MgSrSi (Pnma),Eu,0.671,,940401,Mg,0.255,0,842138,Sn,0.118,0.974,925598
2041,8,CaMgGe,III_IV,MgSrSi (Pnma),Ca,0.741,0,877122,Mg,0.392,0,843007,Ge,0.08,0.843,868819
2042,9,RhBiTe,III_IV,OTHER,Bi,0.935,0,979042,Te,0.828,0,845810,Rh,0.119,0,885750
2043,10,HoNiBi,I_II,Half Heusler (F-43m),Ho,0.815,0,892122,Ni,0,0.395,960699,Bi,0.607,,978814
2044,11,NdCuAg,III_IV,OTHER,Nd,0.534,0,969042,Cu,0.17,0,852134,Ag,0.327,0,937482
2045,12,HfGeSe,III_IV,OTHER,Hf,0.736,0,1726929,Ge,1.142,0,1726375,Se,0.943,0,1726652
2046,13,TmMgIn,III_IV,MoNiP (P-62m),Tm,0.604,0,871295,Mg,0.375,0,841500,In,0.197,0.26,888346
2047,14,ScNiSb,I_II,Half Heusler (F-43m),Sc,0.789,0,565960,Ni,0,0.437,960180,Sb,0.551,0.439,916313
2048,15,CrWB,III_IV,OTHER,Cr,1.399,0,835126,B,0.583,0,908326,W,1.562,0,971281
2049,16,VMnAs,III_IV,OTHER,Mn,0.118,0,903061,V,0.454,0,839265,As,0.34,0,582857
2050,17,NiSbS,III_IV,OTHER,Ni,0.34,0,1726796,Sb,0.837,0,1726242,S,0.847,0,1726519
2051,18,MgAgAl,III_IV,OTHER,Mg,0.436,0,843369,Al,0.282,0,941471,Ag,0.137,0,937910
2052,19,MnPdP,III_IV,MoNiP (P-62m),Mn,0.449,0,1726814,P,0.198,0,1726537,Pd,0.367,0,1726260
2053,20,MnIrSn,I_II,Half Heusler (F-43m),Mn,0.368,0,903783,Sn,0.513,0,924456,Ir,0.144,0,893737
2054,21,TmPdAl,III_IV,MgSrSi (Pnma),Tm,0.921,0,869785,Al,0.643,,941416,Pd,0.265,0,899500
2055,22,PrAsS,III_IV,OTHER,Pr,0.75,0,1726782,As,0.928,0,1726228,S,0.721,0,1726505
2056,23,HoCuAl,III_IV,MoNiP (P-62m),Ho,0.885,0,890663,Al,0.594,0,941575,Cu,0.211,0,852905
2057,24,LaRhAs,III_IV,OTHER,La,1.064,0,833296,As,0.534,0,582969,Rh,0.318,0,886654
2058,25,HfCrAl,III_IV,OTHER,Hf,1.146,0,862331,Al,0.844,0,942177,Cr,0.749,0,834645
2059,26,MnAuSb,I_II,Half Heusler (F-43m),Mn,0.075,0,903952,Sb,0.274,0,917001,Au,0.119,0,947341
2060,0,NdAuIn,III_IV,MoNiP (P-62m),Nd,0.573,0,966852,In,0.457,0,887861,Au,0.101,,946419
2061,1,NbRhP,III_IV,MgSrSi (Pnma),Nb,0.686,0,1726916,P,0.402,0,1726639,Rh,0.492,0,1726362
2062,2,URhSn,III_IV,MoNiP (P-62m),U,0.953,0,875179,Sn,0.863,0,924763,Rh,0.15,0,886534
2063,3,LiCdAs,I_II,Half Heusler (F-43m),Li,0.264,0,881176,Cd,0.155,0.399,984969,As,0,0.403,582089
2064,4,HfIrSi,III_IV,MgSrSi (Pnma),Hf,0.979,0,863529,Si,0.609,0,581245,Ir,0.315,0,893179
2065,5,DyAuIn,III_IV,MoNiP (P-62m),Dy,0.576,0,925955,In,0.482,0,887927,Au,0.099,,946534
2066,6,NbCrGa,III_IV,OTHER,Nb,1.038,0,918702,Cr,0.785,0,835694,Ga,0.753,0,953755
2067,7,DyMgPt,III_IV,MoNiP (P-62m),Dy,0.826,0,927680,Mg,0.742,0,842161,Pt,0.13,0,568063
2068,8,CePtZn,III_IV,MgSrSi (Pnma),Ce,0.676,0,922376,Zn,0.425,,913174,Pt,0.187,0,567455
2069,9,ZrReFe,III_IV,OTHER,Zr,1.519,0,988519,Fe,0.688,0,957889,Re,1.032,0,973372
2070,10,TbMnFe,III_IV,OTHER,Tb,1.349,0,964520,Mn,0.873,0,905025,Fe,0.746,,958011
2071,11,KLiSe,III_IV,OTHER,K,0.661,1.872,1726898,Li,0.25,3.082,1726344,Se,0.248,2.641,1726621
2072,12,HfOsP,III_IV,MoNiP (P-62m),Hf,1.097,0,1726742,P,0.632,0,1726465,Os,0.557,0,1726188
2073,13,PdBiTe,III_IV,OTHER,Bi,0.552,0,979057,Te,0.55,0,844353,Pd,0.078,0,898525
2074,14,CeRuRh,III_IV,OTHER,Ce,1.205,,922378,Ru,0.742,0,933389,Rh,0.754,0,887019
2075,15,HfCuSn,III_IV,LiGaGe (P63mc),Hf,0.542,0,863313,Cu,0.094,0,851587,Sn,0.547,0,925264
2076,16,TbRhGe,III_IV,MgSrSi (Pnma),Tb,0.991,0,965984,Ge,0.538,0,867960,Rh,0.32,0,885130
2077,17,DyMnAl,III_IV,OTHER,Dy,0.999,0,926334,Mn,0.508,0,904736,Al,0.652,0,943270
2078,18,EuAuGe,III_IV,OTHER,Eu,0.78,0,939088,Ge,0.38,0,867252,Au,0.306,0,946635
2079,19,BaAuP,III_IV,AsHgK (P63/mmc),Ba,0.986,0,1726739,P,0.397,0,1726462,Au,0.501,0,1726185
2080,20,YbPdBi,I_II,Half Heusler (F-43m),Yb,0.617,0,829009,Bi,0.352,0,976885,Pd,0.014,0,897855
2081,21,LiMgAs,I_II,Half Heusler (F-43m),Li,0.308,0,880802,Mg,0.285,1.805,841826,As,0,1.6,583497
2082,22,UMnFe,III_IV,OTHER,U,0.727,0,875065,Mn,0.485,0,904639,Fe,0.477,0,958498
2083,23,TaCrCo,III_IV,OTHER,Ta,0.978,0,961649,Cr,0.994,0,835914,Co,0.622,0,859447
2084,0,GdCuIn,III_IV,MoNiP (P-62m),Gd,0.71,0,981560,In,0.534,0,888652,Cu,0.105,0,852816
2085,1,NpAsSe,III_IV,OTHER,Np,0.447,0,1726926,As,0.854,0,1726372,Se,0.762,0,1726649
2086,2,MoCoB,III_IV,MgSrSi (Pnma),Co,0.572,0.362,859874,B,0.513,,910165,Mo,1.155,0,882278
2087,3,ZrGeSb,III_IV,OTHER,Zr,0.628,0,988480,Ge,0.74,0,868912,Sb,0.815,0,917890
2088,4,HfGeTe,III_IV,OTHER,Hf,0.647,0,862729,Ge,0.967,0,869244,Te,0.973,0,844765
2089,5,TaVCo,III_IV,OTHER,Ta,1.092,0,962397,V,1.081,0,841022,Co,0.56,0,859195
2090,6,RhBiSe,III_IV,OTHER,Bi,0.864,0,1726253,Rh,0.171,0,1726807,Se,0.802,0,1726530
2091,7,YMnGa,III_IV,OTHER,Y,0.992,0,856781,Mn,0.57,0,904912,Ga,0.473,0,952064
2092,8,CeMgPb,III_IV,OTHER,Ce,0.479,0,920643,Mg,0.306,0,841541,Pb,0.221,0,929974
2093,9,SmNiP,III_IV,OTHER,Sm,1.131,0,1726935,Ni,0.313,0.79,1726381,P,0.529,0,1726658
2094,10,YbAuSi,III_IV,OTHER,Yb,0.892,0,830373,Si,0.424,0,579833,Au,0.328,0,947915
2095,11,TiIrSi,III_IV,MgSrSi (Pnma),Ti,0.718,0,993877,Si,0.491,0,580124,Ir,0.24,0,892831
2096,12,LiCoAs,III_IV,OTHER,Li,0.719,0,881021,Co,0.297,0,859715,As,0.277,0,828178
2097,13,ScIrSi,III_IV,MgSrSi (Pnma),Sc,1.117,0,565344,Si,0.587,0,580784,Ir,0.434,0,893040
2098,14,HoAsS,III_IV,OTHER,Ho,0.752,0,1726860,As,1.092,0,1726306,S,0.849,0,1726583
2099,15,HoRuSi,III_IV,MgSrSi (Pnma),Ho,1.413,0,891145,Si,0.655,0,580835,Ru,0.528,0,935800
2100,16,KMnAs,III_IV,OTHER,K,1.302,0,900606,Mn,0.601,0,904548,As,0.552,0.268,581916
2101,17,LuPtGe,III_IV,MgSrSi (Pnma),Lu,0.743,0,905975,Ge,0.403,0,867964,Pt,0.155,0,566817
2102,18,ErRuSi,III_IV,MgSrSi (Pnma),Er,1.402,0,873249,Si,0.649,0,580008,Ru,0.523,0,935706
2103,19,NbCoAs,III_IV,MgSrSi (Pnma),Nb,0.673,0,919366,Co,0.193,0,860509,As,0.562,0,828031
2104,20,SmFeP,III_IV,OTHER,Sm,1.392,0,1726952,Fe,0.719,0,1726398,P,0.64,0,1726675
2105,21,CePdGa,III_IV,MgSrSi (Pnma),Ce,0.738,0,922652,Ga,0.441,,951638,Pd,0.238,,899271
2106,22,TaSiAs,III_IV,OTHER,Ta,0.877,0,962779,Si,1.022,0,580316,As,1.044,0,581568
2107,23,TbRuGe,III_IV,MgSrSi (Pnma),Tb,1.199,0,964802,Ge,0.575,0,867813,Ru,0.41,0,933696
2108,24,HoCoAl,III_IV,OTHER,Ho,1.161,0,890921,Al,0.767,,941525,Co,0.281,0,860565
2109,25,HoRuCo,III_IV,OTHER,Ho,1.194,0,892142,Co,0.489,0,861134,Ru,0.616,0,933861
2110,0,MoAlP,III_IV,OTHER,Al,1.244,0,1726352,Mo,0.855,0,1726906,P,0.527,0,1726629
2111,1,LiAuSb,I_II,Half Heusler (F-43m),Li,0.236,0,880945,Sb,0.148,0,915991,Au,0,0,947307
2112,2,TmZnAl,III_IV,AsHgK (P63/mmc),Tm,0.731,0,869900,Al,0.362,0,941202,Zn,0.142,,914835
2113,3,GdRhSn,III_IV,MoNiP (P-62m),Gd,0.944,,979971,Sn,0.684,0,925045,Rh,0.177,0,886747
2114,4,KNaTe,III_IV,MgSrSi (Pnma),K,0.362,1.729,902577,Na,0.145,2.205,570279,Te,0.067,2.142,845822
2115,5,CaAgP,III_IV,MoNiP (P-62m),Ca,0.684,0,1726776,Ag,0.278,0.404,1726222,P,0.083,0.811,1726499
2116,6,EuMgPt,III_IV,MgSrSi (Pnma),Eu,0.842,,940461,Mg,0.588,0,842913,Pt,0.18,0,568626
2117,7,ErPtSn,III_IV,MoNiP (P-62m),Er,0.758,0,873548,Sn,0.59,0,924886,Pt,0.047,0,567270
2118,8,SmRhSn,III_IV,MoNiP (P-62m),Sm,0.968,0,576992,Sn,0.69,0,924644,Rh,0.188,0,886996
2119,9,TbAuIn,III_IV,MoNiP (P-62m),Tb,0.578,0,964295,In,0.48,0,887538,Au,0.101,,946878
2120,10,EuPdSi,III_IV,OTHER,Eu,1.147,0,939815,Si,0.638,0,579075,Pd,0.461,0,897583
2121,11,NdMnGe,III_IV,OTHER,Nd,1.035,0,967937,Mn,0.538,0,902693,Ge,0.417,0,868876
2122,12,CdAsP,III_IV,OTHER,Cd,0.599,0,1726915,As,0.577,0,1726361,P,0.515,0,1726638
2123,13,ErMnFe,III_IV,OTHER,Er,1.16,0,872501,Mn,0.697,,902873,Fe,0.556,,958494
2124,14,ErNiZn,III_IV,MoNiP (P-62m),Er,0.755,0,872492,Zn,0.49,,914602,Ni,0.194,,960931
2125,15,TmRhSn,III_IV,MoNiP (P-62m),Tm,0.885,0,870051,Sn,0.669,0,923937,Rh,0.145,0,884778
2126,16,NbVP,III_IV,MgSrSi (Pnma),Nb,1.259,0,1726875,V,1.04,0,1726321,P,0.585,0,1726598
2127,17,ErPdZn,III_IV,MoNiP (P-62m),Er,0.628,0,873097,Zn,0.393,,914093,Pd,0.18,0,899588
2128,18,ZrSnTe,III_IV,OTHER,Zr,0.573,0,988658,Sn,1.018,0,924504,Te,0.817,0,844162
2129,19,TbScGe,III_IV,OTHER,Tb,1.148,0,966360,Sc,1.029,0,563940,Ge,0.278,0,869222
2130,20,YbMgAu,III_IV,MgSrSi (Pnma),Yb,0.637,,830948,Mg,0.513,,842231,Au,0.13,,947325
2131,21,ZrTiCu,III_IV,OTHER,Zr,1.06,0,987928,Ti,0.955,0,994249,Cu,0.449,0,852428
2132,22,TaRuSb,I_II,Half Heusler (F-43m),Ta,0.674,0,963141,Sb,0.98,0,916757,Ru,0,0.892,935262
2133,23,MgCuP,III_IV,MgSrSi (Pnma),Mg,0.528,0,1726879,Cu,0.119,0.286,1726325,P,0.056,0.945,1726602
2134,0,GdCoAl,III_IV,OTHER,Gd,1.139,0,980379,Al,0.75,,942835,Co,0.27,0,861495
2135,1,PrCuAl,III_IV,MoNiP (P-62m),Pr,0.791,0,836985,Al,0.52,0,943477,Cu,0.173,0,851815
2136,2,FePSe,III_IV,OTHER,Fe,0.432,0,1726732,P,1.063,0,1726178,Se,1.203,0,1726455
2137,3,BaZnSi,III_IV,AsHgK (P63/mmc),Ba,0.894,0,866003,Zn,0.361,0,912909,Si,0.348,0,580077
2138,4,ScRuGe,III_IV,MoNiP (P-62m),Sc,1.003,0,564375,Ge,0.531,0,867921,Ru,0.405,0,935691
2139,5,TbRhIn,III_IV,MoNiP (P-62m),Tb,0.864,0,965812,In,0.702,0,888414,Rh,0.146,0,885538
2140,6,YFeCu,III_IV,OTHER,Y,1.07,0,859066,Fe,0.631,0,957144,Cu,0.522,0,853155
2141,7,LuTiSi,III_IV,OTHER,Lu,1.274,0,905605,Ti,0.994,0,993847,Si,0.404,0,580889
2142,8,CeNiIn,III_IV,MoNiP (P-62m),Ce,0.875,0,921805,In,0.672,0,887510,Ni,0.144,,961316
2143,9,SmNiIn,III_IV,MoNiP (P-62m),Sm,0.84,0,577610,In,0.72,0,889023,Ni,0.154,0,958894
2144,10,ZrIrSi,III_IV,MgSrSi (Pnma),Zr,1.055,0,988774,Si,0.62,0,581070,Ir,0.379,0,894875
2145,11,HfOsGe,III_IV,MoNiP (P-62m),Hf,0.92,0,863960,Ge,0.685,0,868979,Os,0.383,0,572139
2146,12,LiBeSb,III_IV,LiGaGe (P63mc),Li,0.514,0,881015,Be,0.021,1.211,931976,Sb,0.141,0.993,917735
2147,13,CaAuAl,III_IV,MgSrSi (Pnma),Ca,0.815,0,877414,Al,0.49,0,942424,Au,0.267,0,947637
2148,14,GdPtAl,III_IV,MgSrSi (Pnma),Gd,1.014,0,980855,Al,0.692,,941446,Pt,0.296,0,568425
2149,15,NbNiP,III_IV,MgSrSi (Pnma),Nb,0.772,0,1726868,Ni,0.661,0,1726314,P,0.43,0,1726591
2150,16,SrCuP,III_IV,AsHgK (P63/mmc),Sr,1.103,0,1726867,Cu,0.423,0.627,1726313,P,0.419,0.632,1726590
2151,17,TbCuSn,III_IV,AsHgK (P63/mmc),Tb,0.734,0,965551,Cu,0.002,0,852688,Sn,0.405,0.607,923243
2152,18,YTiSi,III_IV,OTHER,Y,1.299,0,857042,Ti,0.97,0,993794,Si,0.41,0,581215
2153,19,SrCuBi,III_IV,AsHgK (P63/mmc),Sr,0.781,0,975586,Cu,0.109,0,852098,Bi,0.365,0,977276
2154,20,RhSbS,III_IV,OTHER,Sb,0.816,0.216,1726223,Rh,0.216,0,1726777,S,0.82,0.33,1726500
2155,21,NbNiAs,III_IV,MgSrSi (Pnma),Nb,0.59,0,918102,Ni,0.446,0,960202,As,0.464,0,828487
2156,0,SrAgSb,III_IV,AsHgK (P63/mmc),Sr,0.666,0,976117,Ag,0.12,0.31,936077,Sb,0.203,0.927,916923
2157,1,UPS,III_IV,OTHER,U,0.279,0,1726931,P,0.838,0,1726377,S,0.616,0,1726654
2158,2,ScNiGe,III_IV,MgSrSi (Pnma),Sc,0.843,0,564060,Ni,0.164,0,961250,Ge,0.431,0,867744
2159,3,LaCoSi,III_IV,OTHER,La,1.394,0,832877,Co,0.478,0,859378,Si,0.723,0,579262
2160,4,CaAuAs,III_IV,AsHgK (P63/mmc),Ca,0.595,0,877251,As,0.138,0,582894,Au,0.145,0,948181
2161,5,EuAuAs,III_IV,AsHgK (P63/mmc),Eu,0.716,,938590,As,0.214,0,581850,Au,0.197,0,946211
2162,6,GdPdCd,III_IV,MoNiP (P-62m),Gd,0.615,0,980149,Cd,0.523,0,985868,Pd,0.132,0,898410
2163,7,TbAuGe,III_IV,LiGaGe (P63mc),Tb,0.558,0,964655,Ge,0.18,0.253,867090,Au,0.086,,946471
2164,8,GdZnSi,III_IV,OTHER,Gd,0.691,0,981029,Zn,0.359,,914328,Si,0.335,0,579154
2165,9,LaAuGe,III_IV,LiGaGe (P63mc),La,0.645,0,831738,Ge,0.221,0,867413,Au,0.159,0,947304
2166,10,MgNiGe,III_IV,MgSrSi (Pnma),Mg,0.685,0,841800,Ni,0.121,0,958916,Ge,0.321,0,868818
2167,11,NbMnP,III_IV,MgSrSi (Pnma),Mn,0.423,0,1726358,Nb,1.053,0,1726912,P,0.489,0,1726635
2168,12,YbCdSn,III_IV,MoNiP (P-62m),Yb,0.488,0,830399,Cd,0.098,0,985780,Sn,0.1,0.685,925041
2169,13,TaMnP,III_IV,MgSrSi (Pnma),Ta,1.064,0,1726837,Mn,0.441,0,1726283,P,0.561,0,1726560
2170,14,SmPdHg,III_IV,MoNiP (P-62m),Sm,0.485,0,578408,Hg,0.403,,944804,Pd,0.12,0,899928
2171,15,DyPdGa,III_IV,MgSrSi (Pnma),Dy,0.73,0,927756,Ga,0.456,,951372,Pd,0.232,,897913
2172,16,CeNiAl,III_IV,MoNiP (P-62m),Ce,0.984,0,920589,Al,0.686,0,941185,Ni,0.244,0,961186
2173,17,HoPtBi,I_II,Half Heusler (F-43m),Ho,0.68,0,892371,Bi,0.617,,977350,Pt,0,0,567941
2174,18,UMnCo,III_IV,OTHER,U,0.752,0,876927,Mn,0.467,0,904048,Co,0.622,0,861372
2175,19,PrFeCu,III_IV,OTHER,Pr,1.138,0,838619,Fe,0.607,0,958816,Cu,0.56,0,853668
2176,20,HoPdIn,III_IV,MoNiP (P-62m),Ho,0.728,0,889931,In,0.616,0,889818,Pd,0.163,,899892
2177,21,DyCoNi,III_IV,OTHER,Dy,0.964,,925770,Co,0.511,0,861668,Ni,0.483,,961065
2178,22,MoFeSi,III_IV,OTHER,Fe,0.043,0,957862,Si,0.556,0,581031,Mo,0.705,0,883494
2179,23,ThOsIr,III_IV,OTHER,Th,1.277,0,910680,Ir,0.931,0,893231,Os,0.89,0,572211
2180,24,TiPtGe,I_II,Half Heusler (F-43m),Ti,0.457,0,992876,Ge,0.393,0,867745,Pt,0,1.06,567451
2181,0,WCoAl,III_IV,OTHER,Al,1.334,0,943141,Co,0.288,0,859558,W,1.026,0,970158
2182,1,ZrNiP,III_IV,AsHgK (P63/mmc),Zr,0.845,0,1726946,Ni,0.402,0,1726392,P,0.509,0,1726669
2183,2,ScPtP,III_IV,MgSrSi (Pnma),Sc,0.669,0,1726727,P,0.244,0,1726450,Pt,0.144,0,1726173
2184,3,HoNiSn,III_IV,MgSrSi (Pnma),Ho,0.888,0,891851,Ni,0.068,0,959902,Sn,0.61,0,925135
2185,4,CaZnSi,III_IV,AsHgK (P63/mmc),Ca,0.822,0,878781,Zn,0.222,0,914454,Si,0.201,0.803,581404
2186,5,NiSeS,III_IV,OTHER,Ni,0.415,0,1726707,Se,0.968,0,1726430,S,0.966,0,1726153
2187,6,YAuIn,III_IV,MoNiP (P-62m),Y,0.584,0,856945,In,0.473,0,888083,Au,0.103,0,946554
2188,7,YPtIn,III_IV,MoNiP (P-62m),Y,0.755,0,857691,In,0.679,0,889833,Pt,0.146,0,566583
2189,8,ThSiS,III_IV,OTHER,Th,0.878,0,1726801,Si,1.148,0,1726247,S,0.763,0,1726524
2190,9,IrBiSe,III_IV,OTHER,Bi,1.091,0,1726376,Ir,0.252,0,1726930,Se,1.038,0,1726653
2191,10,ScAuSi,III_IV,OTHER,Sc,0.582,0,565420,Si,0.182,0,581354,Au,0.1,0.644,946706
2192,11,TiRhGa,I_II,Half Heusler (F-43m),Ti,0.606,0,994091,Ga,0.583,0,953693,Rh,0.261,0,885197
2193,12,YbZnPb,III_IV,LiGaGe (P63mc),Yb,0.505,0,828544,Zn,0.038,0,915059,Pb,0.183,0.345,930273
2194,13,SrAuCd,III_IV,MgSrSi (Pnma),Sr,0.429,0,976506,Cd,0.322,0,985977,Au,0.103,0,947974
2195,14,HoRhGe,III_IV,MgSrSi (Pnma),Ho,0.971,0,891866,Ge,0.53,0,869121,Rh,0.311,0,887289
2196,15,VNiP,III_IV,MgSrSi (Pnma),V,0.588,0,1726750,Ni,0.452,0,1726196,P,0.291,0,1726473
2197,16,ZrVMo,III_IV,OTHER,Zr,1.355,0,987218,V,0.723,0,839873,Mo,0.744,0,883591
2198,17,TbCuPb,III_IV,LiGaGe (P63mc),Tb,0.634,0,965515,Cu,0,0,852459,Pb,0.375,0.624,928354
2199,18,LiYGe,III_IV,MoNiP (P-62m),Li,0.272,0,879824,Y,0.642,0.409,857788,Ge,0.152,1.01,867959
2200,19,RhSbTe,III_IV,OTHER,Sb,0.954,0,917699,Te,0.961,0.178,844302,Rh,0.214,0,885583
2201,20,EuLiAs,III_IV,MgSrSi (Pnma),Li,0.211,0.846,879757,Eu,0.617,1.466,938952,As,0.126,2.036,828445
2202,21,HfMoAl,III_IV,OTHER,Hf,1.289,0,863722,Al,0.716,0,942528,Mo,0.817,0,883218
2203,22,EuLiBi,III_IV,MgSrSi (Pnma),Li,0.145,0.42,880527,Eu,0.526,,940841,Bi,0.144,,979248
2204,0,SmNiGe,III_IV,MgSrSi (Pnma),Sm,0.958,0,576846,Ni,0.22,0,960960,Ge,0.505,0,868570
2205,1,SmZnTl,III_IV,AsHgK (P63/mmc),Sm,0.47,0,577693,Tl,0.237,0.37,574630,Zn,0.068,,914041
2206,2,MoNiGe,III_IV,OTHER,Ni,0.379,0,960499,Ge,0.542,0,868940,Mo,0.672,0,882704
2207,3,CeNiPt,III_IV,MgSrSi (Pnma),Ce,0.842,0,922179,Ni,0.297,,959181,Pt,0.451,0,566326
2208,4,YbRhPb,III_IV,OTHER,Yb,0.778,0,829241,Rh,0.092,0,886948,Pb,0.503,0,930370
2209,5,YPtAs,III_IV,OTHER,Y,0.697,0,858337,As,0.319,0,828490,Pt,0.099,0,568630
2210,6,ZrCuSn,III_IV,MgSrSi (Pnma),Zr,0.594,0,988556,Cu,0.102,0,851835,Sn,0.525,0,925236
2211,7,ThPtSn,I_II,Half Heusler (F-43m),Th,0.85,0,911880,Sn,0.722,0,925473,Pt,0,0.792,568219
2212,8,ReFeB,III_IV,OTHER,Fe,0.527,0,956569,Re,0.97,0,972397,B,0.443,0,909281
2213,9,YbAgGe,III_IV,MoNiP (P-62m),Yb,0.672,0,830823,Ag,0.24,0,937377,Ge,0.264,0,867409
2214,10,TiFeSi,III_IV,OTHER,Ti,0.986,0,993391,Fe,0.395,0,956724,Si,0.561,0,579737
2215,11,RhAsSe,III_IV,OTHER,As,0.934,0,1726216,Rh,0.293,0,1726770,Se,0.994,0,1726493
2216,12,LiCaAs,III_IV,MgSrSi (Pnma),Li,0.228,1.305,881726,Ca,0.557,1.543,877610,As,0.089,2.05,582277
2217,13,HoAuIn,III_IV,MoNiP (P-62m),Ho,0.573,0,890175,In,0.483,0,887670,Au,0.096,,948458
2218,14,NaAlGe,III_IV,OTHER,Na,0.77,0,570679,Al,0.249,0.237,941769,Ge,0.155,0.354,867021
2219,15,YbZnGe,III_IV,OTHER,Yb,0.695,0,829019,Zn,0.144,,914381,Ge,0.135,0.881,868929
2220,16,SmPdZn,III_IV,MoNiP (P-62m),Sm,0.639,0,577468,Zn,0.381,,914129,Pd,0.185,0,898373
2221,17,SmNiZn,III_IV,MoNiP (P-62m),Sm,0.733,0,576866,Zn,0.471,0,914585,Ni,0.179,0,959728
2222,18,TmNiSn,III_IV,MgSrSi (Pnma),Tm,0.875,0,871393,Ni,0.057,0,958904,Sn,0.606,0,924230
